FERTIALT_NOM_ITK;;betterave_prece_riche_ferti_mine;triticale_ciLong_allprec_ferti_orga_mine;triticale_ciLong_allprec_ferti_mine;tour_all_prece_all_ferti;orgeh_prece_pauvre_ferti_orga_mine;orgep_prece_riche_ferti_orga_mine;colza_prece_riche_ferti_mine;orgep_prece_riche_ferti_orga_mine;orgeh_prece_riche_ferti_orga_mine;orgep_prece_pauvre_ferti_orga_mine;mais_all_prec_ferti_orga_mine;orgeh_prece_pauvre_ferti_mine;orgep_prece_pauvre_ferti_mine;pdt_prece_riche_ferti_orga_mine;orgeh_prece_pauvre_ferti_mine;orgep_prece_pauvre_ferti_mine;pdt_prece_pauvre_ferti_orga_mine;pdt_prece_riche_ferti_orga_mine;orgep_prece_riche_ferti_mine;orgep_prece_pauvre_ferti_orga_mine;pdt_prece_pauvre_ferti_orga_mine;mais_all_prec_ferti_orga_mine;pdt_prece_pauvre_ferti_mine;orgeh_prece_riche_ferti_orga_mine;pdt_prece_pauvre_ferti_orga_mine;pdt_prece_riche_ferti_orga_mine;pdt_prece_pauvre_ferti_mine;orgeh_prece_pauvre_ferti_orga_mine;colza_prece_riche_ferti_mine;orgeh_prece_riche_ferti_mine;pdt_prece_riche_ferti_mine;orgep_prece_riche_ferti_mine;ble_prece_pauvre_ferti_orga_mine;colza_prece_pauvre_ferti_mine;ble_prece_pauvre_ferti_orga_mine;ble_prece_pauvre_ferti_orga_mine;ble_prece_pauvre_ferti_orga_mine;betterave_prece_pauvre_ferti_orga_min;betterave_prece_pauvre_ferti_orga_min;mais_all_prec_ferti_mine;betterave_prece_pauvre_ferti_orga_min;mais_all_prec_ferti_mine;ble_prece_pauvre_ferti_orga_mine;ble_prece_pauvre_ferti_orga_mine;ble_prece_pauvre_ferti_orga_mine;colza_prece_riche_ferti_orga_mine;betterave_prece_riche_ferti_orga_min;colza_prece_riche_ferti_orga_mine;ble_prece_pauvre_ferti_orga_mine;ble_prece_pauvre_ferti_orga_mine;ble_prece_pauvre_ferti_orga_mine;ble_prece_pauvre_ferti_orga_mine;colza_prece_riche_ferti_orga_mine;ble_prece_pauvre_ferti_mine;colza_prece_riche_ferti_orga_mine;colza_prece_riche_ferti_orga_mine;ble_prece_pauvre_ferti_orga_mine;colza_prece_pauvre_ferti_mine;colza_prece_riche_ferti_orga_mine;colza_prece_riche_ferti_orga_mine;ble_prece_pauvre_ferti_orga_mine;colza_prece_riche_ferti_orga_mine;ble_prece_pauvre_ferti_orga_mine;colza_prece_riche_ferti_orga_mine;colza_prece_riche_ferti_orga_mine;ble_prece_pauvre_ferti_orga_mine;colza_prece_pauvre_ferti_orga_mine;ble_prece_pauvre_ferti_orga_mine;colza_prece_riche_ferti_orga_mine;colza_prece_riche_ferti_orga_mine;colza_prece_riche_ferti_orga_mine;colza_prece_pauvre_ferti_orga_mine;colza_prece_pauvre_ferti_orga_mine;colza_prece_riche_ferti_orga_mine;colza_prece_riche_ferti_orga_mine;colza_prece_riche_ferti_orga_mine;ble_prece_pauvre_ferti_orga_mine;ble_prece_pauvre_ferti_mine;ble_prece_pauvre_ferti_orga_mine;ble_prece_pauvre_ferti_mine;betterave_prece_riche_ferti_orga_min;betterave_prece_pauvre_ferti_mine;colza_prece_pauvre_ferti_orga_mine;betterave_prece_riche_ferti_orga_min;ble_prece_pauvre_ferti_orga_mine;colza_prece_pauvre_ferti_orga_mine;colza_prece_pauvre_ferti_orga_mine;colza_prece_pauvre_ferti_orga_mine;colza_prece_pauvre_ferti_orga_mine;colza_prece_pauvre_ferti_orga_mine;colza_prece_pauvre_ferti_orga_mine;colza_prece_pauvre_ferti_orga_mine;colza_prece_pauvre_ferti_orga_mine;colza_prece_pauvre_ferti_orga_mine;colza_prece_pauvre_ferti_orga_mine;civeHiver8_allprec_allferti;civeEte_allprec_allferti;civeHiver4_allprec_allferti;civeHiver8_allprec_allferti;civeHiver8_allprec_allferti;civeEte_allprec_allferti;civeHiver8_allprec_allferti;civeHiver4_allprec_allferti;orgeh_prece_riche_ferti_mine;betterave_prece_pauvre_ferti_orga_min;pdt_prece_riche_ferti_mine;ble_prece_riche_ferti_mine;mais_all_prec_ferti_orga_mine;colza_prece_pauvre_ferti_orga_mine;ble_prece_riche_ferti_mine;ble_prece_riche_ferti_mine;ble_prece_riche_ferti_orga_mine;pdt_prece_riche_ferti_mine;ble_prece_riche_ferti_orga_mine;betterave_prece_pauvre_ferti_mine;pdt_prece_riche_ferti_mine;pdt_prece_pauvre_ferti_mine;pdt_prece_pauvre_ferti_mine;ble_prece_riche_ferti_orga_mine;pdt_prece_riche_ferti_orga_mine;ble_prece_riche_ferti_orga_mine;ble_prece_riche_ferti_orga_mine;ble_prece_riche_ferti_orga_mine;betterave_prece_riche_ferti_mine;ble_prece_riche_ferti_orga_mine;ble_prece_riche_ferti_orga_mine;ble_prece_riche_ferti_orga_mine;ble_prece_riche_ferti_orga_mine;ble_prece_riche_ferti_orga_mine;betterave_prece_riche_ferti_mine;ble_prece_riche_ferti_orga_mine;ble_prece_riche_ferti_orga_mine;pdt_prece_pauvre_ferti_orga_mine;ble_prece_riche_ferti_orga_mine;betterave_prece_riche_ferti_mine;ble_prece_riche_ferti_orga_mine;ble_prece_riche_ferti_orga_mine;ble_prece_riche_ferti_orga_mine;betterave_prece_riche_ferti_orga_min;ble_prece_riche_ferti_orga_mine;betterave_prece_pauvre_ferti_mine;ble_prece_riche_ferti_orga_mine;betterave_prece_pauvre_ferti_mine
FERTIALT_TPS_TRAVAIL;TEMPS;10;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10;10;10000;10;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000;10000
FERTIALT_N_PASSAGES;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FERTIALT_OT_SIMULTANEE;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA
FERTIALT_N_SOUS_PERIODES;NB_SOUS_PERIODES;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;1;1;2;2;1;2;1;1;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1
FERTIALT_DEBUT;DEBUT;100;223;223;106;92;100;71;126;92;126;105;56;100;46;92;126;61;75;100;100;75;105;56;56;46;61;61;56;42;92;107|121;126;213;71;121;71;71;61|71;70|76;105;96|80;140;42;71;121;71;80|96;214;213;121;42;42;71;42;42;71;71;42;42;71;121;71;213;214;42;42;71;121;42;71;71;42;71;42;214;214;71;71;42;121;70|76;100;214;61|71;213;71;214;214;71;42;71;214;42;42;42;259;167;259;259;32;167;32;259;56;75|86;56|70;121;140;71;42;71;121;61|71;213;61;75|91;75;107;121;107;42;71;71;61;213;121;42;213;42;61;121;71;107;42;65;71;42;71;75|86;121;85;213;95
FERTIALT_FIN;FIN;110;325;325;131;106;110;80;136;106;136;120;75;110;75;106;136;74;106;110;110;106;120;74;75;75;74;74;75;51;106;120|136;136;263;80;130;80;80;70|75;75|80;120;100|95;151;51;80;130;80;95|100;223;263;130;51;51;80;51;51;80;80;51;51;80;130;80;263;223;51;51;80;130;51;80;80;51;80;51;223;223;80;80;51;130;75|80;110;223;70|75;263;80;223;223;80;51;80;223;51;51;51;279;197;279;279;61;197;61;279;75;85|95;69|74;130;151;80;51;80;130;70|75;263;75;90|106;106;136;130;136;51;80;80;91;263;130;51;263;51;91;130;80;136;51;101;80;51;80;85|95;130;91;263;101
FERTIALT_HUM_MAX_SOL;HUMIDITE_SOL_MAX;1;0.7;0.7;1;1;1;1;1;1;1;1;0.7;1;1;1;1;1;1;1;1;1;0.7;1;0.7;1;1;1;1;1;1;0.8|1;1;0.7;1;1;1;1;0.8|1;0.8|1;1;1|0.8;1;1;1;1;1;0.8|1;0.7;0.7;1;1;1;1;1;1;1;1;1;1;1;1;1;0.7;0.7;1;1;1;1;1;1;1;1;1;1;0.7;0.7;1;1;1;1;0.8|1;1;0.7;0.8|1;0.7;1;0.7;0.7;1;1;1;0.7;1;1;1;1;1;1;1;1;1;1;1;0.7;0.8|1;0.8|1;1;1;1;1;1;1;0.8|1;0.7;1;0.8|1;1;1;1;1;1;1;1;1;0.7;1;1;0.7;1;1;1;1;1;1;1;1;1;1;0.8|1;1;1;0.7;1
FERTIALT_N_J_CUMUL_PLUIE;JOURS_PLUIE;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA
FERTIALT_CUMUL_PLUIE;HAUTEURS_PLUIE_MAX;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA
FERTIALT_N_J_CUMUL_PLUIE_EVA;JOURS_P-ETP;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA
FERTIALT_CUMUL_PLUIE_EVA;P-ETP_MAX;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA
FERTIALT_N_J_CUMUL_TEMP_MIN;JOURS_TMIN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA
FERTIALT_TEMP_MIN;TMIN_MIN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA
FERTIALT_N_J_CUMUL_TEMP_MAX;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA
FERTIALT_TEMP_MAX;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA
FERTIALT_N_J_CUMUL_TEMP_MAX_INF;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA
FERTIALT_TEMP_MAX_INF;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA
FERTIALT_SEUIL_VEGE;ECHV_MIN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA
FERTIALT_SEUIL_VEGE_PRE;ECHV_DEBUT;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA
FERTIALT_SEUIL_VEGE_POST;ECHV_FIN;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA
FERTIALT_N_J_CUMUL_PLUIE_PREVUE;JOURS_PLUIE_PREVUES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3|3;NA;NA;NA;NA;NA;NA;NA|NA;3|3;NA;3|3;NA;NA;NA;NA;NA;3|3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3|3;NA;NA;3|3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3|3;3|3;NA;NA;NA;NA;NA;NA;3|3;NA;NA;3|3;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;3|3;NA;NA;NA;NA
FERTIALT_CUMUL_PLUIE_PREVUE;HAUTEURS_PLUIE_PREVUES;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10|10;NA;NA;NA;NA;NA;NA;NA|NA;10|0;NA;0|10;NA;NA;NA;NA;NA;10|0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10|0;NA;NA;10|0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10|0;10|0;NA;NA;NA;NA;NA;NA;10|0;NA;NA;10|0;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;10|0;NA;NA;NA;NA
FERTIALT_N_J_CUMUL_HYGROMETRIE_MIN ;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA
FERTIALT_HYGROMETRIE_MIN;;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA|NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA|NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA|NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA;NA|NA;NA;NA;NA;NA
